page,position_page,brand,model,year,price,mileage,gearbox,region,listing_url
9,7,Citroen,C4,2010.0,2200000,289983.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-dakar-dakar-2303
9,8,Opel,Astra,2009.0,1500000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-opel-astra-dakar-dakar-2069
9,9,Renault,17,2000.0,6000000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-17-dakar-dakar-2505
9,10,Mazda,2,2008.0,1100000,140000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-2-dakar-dakar-2780
9,11,Peugeot,307,2007.0,2200000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-307-dakar-dakar-1931
9,12,Hyundai,Sonata,2006.0,2000000,140000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-dakar-dakar-3570
9,13,Peugeot,406,2006.0,2500000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-406-dakar-dakar-1707
9,14,Hyundai,Tucson,2010.0,4200000,79044.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-548
9,15,Mercedes‒Benz,190,1989.0,1900000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-190-dakar-dakar-2109
9,16,Chrysler,Sebring,2009.0,2000000,99000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-chrysler-sebring-dakar-dakar-4135
9,17,Toyota,Camry,2010.0,4500000,110000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-camry-dakar-dakar-1105
9,18,Skoda,Octavia,2010.0,2600000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-skoda-octavia-dakar-dakar-1667
9,19,Hyundai,Sonata,2013.0,5200000,92000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-louga-dahra-4357
9,20,Toyota,Corolla,2010.0,3500000,88997.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-corolla-dakar-dakar-887
10,1,Peugeot,308,2009.0,2600000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-4138
10,2,Toyota,Avensis,2008.0,2500000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-avensis-dakar-dakar-1664
10,3,Toyota,Corolla,2007.0,4300000,235000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-corolla-dakar-dakar-2445
10,4,Volkswagen,Golf,2005.0,2200000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-volkswagen-golf-dakar-dakar-1792
10,5,Renault,21,2002.0,2200000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-21-dakar-dakar-2800
10,6,Toyota,Avensis,2006.0,1600000,186000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-avensis-dakar-dakar-2882
10,7,Toyota,Verso,2007.0,2500000,313000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-verso-dakar-dakar-3569
10,8,Renault,Safrane,2007.0,2200000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-safrane-dakar-dakar-2118
10,9,Renault,Scenic,2008.0,2000000,130000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-scenic-dakar-dakar-4195
10,10,Chery,A113,2008.0,1700000,79000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-chery-a113-dakar-dakar-510
10,11,Renault,Clio,2007.0,1750000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-clio-dakar-dakar-4178
10,12,Renault,Megane,2009.0,3300000,233200.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-megane-dakar-dakar-1237
10,13,Peugeot,508,2012.0,4700000,102220.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-508-dakar-dakar-1535
10,14,Citroen,C4,2007.0,2200000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-dakar-dakar-2082
10,15,Peugeot,308,2008.0,2800000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-2701
10,16,Toyota,Yaris,2007.0,2700000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-yaris-dakar-dakar-1662
10,17,Nissan,Juke,2011.0,5500000,157000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-juke-dakar-dakar-760
10,18,Ford,Focus,2007.0,2700000,100000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-4417
10,19,Toyota,Corolla,2010.0,3200000,90000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-corolla-dakar-dakar-464
10,20,Mercedes‒Benz,190,2007.0,2900000,160000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-190-dakar-dakar-3060
11,1,Nissan,Rogue,2010.0,8500000,84500.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-rogue-dakar-dakar-790
11,2,Hyundai,Santa Fe,2005.0,3500000,300000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-2646
11,3,Ford,Focus,2015.0,5800000,29000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-3739
11,4,Peugeot,807,2010.0,4800000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-807-dakar-dakar-1587
11,5,Peugeot,407,2007.0,2000000,110000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-407-dakar-dakar-4171
11,6,Peugeot,205,2000.0,1500000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-205-dakar-dakar-2262
11,7,Toyota,RAV4,2007.0,4000000,145000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-4389
11,8,Peugeot,307,2008.0,2000000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-307-dakar-dakar-4161
11,9,Renault,Scenic,2006.0,2200000,140000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-scenic-dakar-dakar-3478
11,10,Nissan,Teana,2011.0,8000000,90000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-teana-dakar-dakar-422
11,11,Dacia,Sandero,2010.0,2200000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-dacia-sandero-dakar-dakar-2117
11,12,Lada,Niva,2008.0,1500000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-lada-niva-dakar-dakar-1919
11,13,Dacia,Logan,2009.0,2800000,500000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-dacia-logan-dakar-dakar-2116
11,14,Peugeot,406,2003.0,2400000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-406-dakar-dakar-2290
11,15,Jeep,Patriot,2015.0,9500000,51200.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-patriot-dakar-dakar-2023
11,16,Renault,Scenic,2008.0,2200000,16000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-scenic-dakar-dakar-1191
11,17,Ford,Escape,2011.0,5800000,0.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-3183
11,18,Toyota,RAV4,2007.0,5200000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-560
11,19,Hyundai,Tucson,2006.0,4000000,298000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-874
11,20,Citroen,C3,2007.0,2400000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c3-dakar-dakar-1666
12,1,Peugeot,205,2000.0,1400000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-205-dakar-dakar-1934
12,2,Peugeot,307,2005.0,2100000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-307-dakar-dakar-2915
12,3,Jeep,Wrangler,2013.0,20000000,100000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-wrangler-dakar-dakar-2454
12,4,Peugeot,406,2004.0,2700000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-406-dakar-dakar-1119
12,5,Renault,19,1989.0,1500000,140000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-19-dakar-dakar-3449
12,6,Toyota,RAV4,2010.0,9600000,180000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-191
12,7,Peugeot,308,2008.0,2700000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-681
12,8,Peugeot,405,2005.0,1900000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-405-dakar-dakar-4173
12,9,Peugeot,308,2010.0,2900000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-3635
12,10,Nissan,200SX,2006.0,1600000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-200sx-dakar-dakar-746
12,11,Mitsubishi,L200,2011.0,6000000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-l200-dakar-dakar-4388
12,12,Citroen,Berlingo,2006.0,2400000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-berlingo-dakar-dakar-1327
12,13,Peugeot,305,2004.0,1600000,128000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-305-dakar-dakar-578
12,14,Renault,Megane,2007.0,2700000,180000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-megane-dakar-dakar-1665
12,15,Ford,Focus ST,2012.0,3300000,140000.0,Automatique,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-st-dakar-dakar-2887
12,16,Ford,Escape,2014.0,8200000,105000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-871
12,17,Citroen,Xsara,2006.0,1800000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-xsara-dakar-dakar-3025
12,18,Peugeot,308,2012.0,3900000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-2758
12,19,Citroen,C4,2008.0,2100000,90925.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-dakar-dakar-2611
12,20,Renault,Megane,2008.0,1850000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-megane-dakar-dakar-4348
13,1,Dacia,Logan,2008.0,2600000,137000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-dacia-logan-dakar-dakar-878
13,2,Peugeot,307,2007.0,2100000,175598.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-307-dakar-dakar-1748
13,3,Toyota,RAV4,2006.0,3500000,140000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-2896
13,4,Fiat,Stilo,2007.0,2700000,160000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-fiat-stilo-dakar-dakar-2508
13,5,Audi,S3,2007.0,2000000,120000.0,Manuelle,Dakar,https://www.gaaraas.com/fr/vehicle_listings/annonce-audi-s3-dakar-dakar-4137
